mm10	mm10 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000081050.1	other	ENSG00000106554.12	pc	many-to-many
ENSMUSG00000083192.1	other	ENSG00000230702.1	other	many-to-many
ENSMUSG00000030303.15	pc	ENSG00000178162.8	other	many-to-many
ENSMUSG00000041313.14	pc	ENSG00000139514.12	pc	one-to-one
ENSMUSG00000091594.2	pc	ENSG00000269693.1	pc	many-to-many
ENSMUSG00000110299.1	other	ENSG00000249353.2	other	one-to-many
ENSMUSG00000063011.6	pc	ENSG00000102854.15	pc	one-to-one
ENSMUSG00000074240.4	pc	ENSG00000141977.9	pc	one-to-one
ENSMUSG00000050248.11	pc	ENSG00000173040.12	pc	one-to-many
ENSMUSG00000027358.6	pc	ENSG00000125845.6	pc	one-to-one
ENSMUSG00000021478.6	pc	ENSG00000184845.3	pc	one-to-one
ENSMUSG00000107762.1	other	ENSG00000129103.17	pc	one-to-many
ENSMUSG00000111992.1	other	ENSG00000137575.11	pc	many-to-many
ENSMUSG00000082913.1	other	ENSG00000241838.3	other	one-to-many
ENSMUSG00000024101.14	pc	ENSG00000270926.1	other	many-to-many
ENSMUSG00000107588.1	pc	ENSG00000284041.1	pc	many-to-many
ENSMUSG00000059325.14	pc	ENSG00000171476.21	pc	one-to-one
ENSMUSG00000020079.15	pc	ENSG00000156502.13	pc	one-to-one
ENSMUSG00000083826.1	other	ENSG00000237952.1	other	many-to-many
ENSMUSG00000077501.1	ncRNA	ENSG00000233016.6	lncRNA	many-to-many
ENSMUSG00000100592.1	other	ENSG00000183684.7	pc	one-to-many
ENSMUSG00000029580.14	pc	ENSG00000117148.7	pc	many-to-many
ENSMUSG00000034252.14	pc	ENSG00000274844.1	other	one-to-many
ENSMUSG00000042688.16	pc	ENSG00000215179.5	other	many-to-many
ENSMUSG00000075132.2	pc	ENSG00000181837.6	other	one-to-many
ENSMUSG00000082297.2	other	ENSG00000101883.4	pc	many-to-many
ENSMUSG00000065281.1	ncRNA	ENSG00000275996.1	ncRNA	many-to-many
ENSMUSG00000078787.8	pc	ENSG00000268529.1	other	one-to-many
ENSMUSG00000023036.14	pc	ENSG00000262209.2	pc	many-to-many
ENSMUSG00000025380.2	pc	ENSG00000186765.11	pc	one-to-one
ENSMUSG00000081036.1	other	ENSG00000183981.8	other	one-to-many
ENSMUSG00000083918.1	other	ENSG00000234025.1	other	one-to-many
ENSMUSG00000063760.9	pc	ENSG00000146373.16	pc	one-to-one
ENSMUSG00000081295.1	other	ENSG00000268643.1	pc	many-to-many
ENSMUSG00000082181.1	other	ENSG00000261717.5	pc	many-to-many
ENSMUSG00000031378.14	pc	ENSG00000215151.4	other	one-to-many
ENSMUSG00000025069.14	pc	ENSG00000065621.14	pc	one-to-one
ENSMUSG00000042499.13	pc	ENSG00000128710.5	pc	many-to-many
ENSMUSG00000024552.15	pc	ENSG00000132874.14	pc	one-to-many
ENSMUSG00000112250.1	other	ENSG00000230508.1	other	one-to-many
ENSMUSG00000081051.4	other	ENSG00000227952.2	other	many-to-many
ENSMUSG00000040490.4	pc	ENSG00000156564.8	pc	one-to-one
ENSMUSG00000029361.18	pc	ENSG00000089250.18	pc	one-to-one
ENSMUSG00000114643.1	other	ENSG00000105708.8	pc	many-to-many
ENSMUSG00000022683.13	pc	ENSG00000260735.1	lncRNA	many-to-many
ENSMUSG00000079988.2	other	ENSG00000244398.1	other	one-to-many
ENSMUSG00000031089.7	pc	ENSG00000236655.1	other	one-to-many
ENSMUSG00000025333.10	pc	ENSG00000101850.12	pc	one-to-many
ENSMUSG00000077681.1	ncRNA	ENSG00000199489.1	ncRNA	many-to-many
ENSMUSG00000057880.12	pc	ENSG00000183044.11	pc	many-to-many
ENSMUSG00000007827.10	pc	ENSG00000279924.1	other	many-to-many
ENSMUSG00000082998.3	other	ENSG00000225671.2	other	many-to-many
ENSMUSG00000064731.1	ncRNA	ENSG00000276643.1	ncRNA	many-to-many
ENSMUSG00000093805.7	pc	ENSG00000154252.11	pc	one-to-many
ENSMUSG00000028270.12	pc	ENSG00000117228.9	pc	many-to-many
ENSMUSG00000067942.5	pc	ENSG00000251046.2	other	many-to-many
ENSMUSG00000083677.1	other	ENSG00000235224.1	other	many-to-many
ENSMUSG00000021597.16	pc	ENSG00000133302.12	pc	one-to-one
ENSMUSG00000035649.17	pc	ENSG00000147905.17	pc	one-to-many
ENSMUSG00000054385.14	pc	ENSG00000236123.1	other	many-to-many
ENSMUSG00000061397.7	pc	ENSG00000185640.5	pc	one-to-one
ENSMUSG00000063428.8	pc	ENSG00000203797.9	pc	one-to-one
ENSMUSG00000059540.15	pc	ENSG00000171703.16	pc	one-to-one
ENSMUSG00000082228.1	other	ENSG00000277669.1	pc	many-to-many
ENSMUSG00000078597.2	pc	ENSG00000187048.12	pc	one-to-many
ENSMUSG00000066258.13	pc	ENSG00000258588.3	pc	many-to-many
ENSMUSG00000071773.4	pc	ENSG00000282933.2	other	many-to-many
ENSMUSG00000079444.9	pc	ENSG00000214736.7	pc	many-to-many
ENSMUSG00000010362.9	pc	ENSG00000278023.5	pc	many-to-many
ENSMUSG00000097327.7	pc	ENSG00000105810.9	pc	one-to-many
ENSMUSG00000105093.1	other	ENSG00000214110.3	other	one-to-many
ENSMUSG00000026753.5	pc	ENSG00000119414.11	pc	many-to-many
ENSMUSG00000100708.1	pc	ENSG00000139351.14	pc	one-to-many
ENSMUSG00000082954.1	other	ENSG00000240463.1	other	one-to-many
ENSMUSG00000027086.16	pc	ENSG00000232578.4	other	one-to-many
ENSMUSG00000000686.11	pc	ENSG00000271696.1	other	one-to-many
ENSMUSG00000084213.1	other	ENSG00000220867.1	other	many-to-many
ENSMUSG00000003166.19	pc	ENSG00000070413.19	pc	many-to-many
ENSMUSG00000105277.1	other	ENSG00000155621.14	pc	many-to-many
ENSMUSG00000111993.1	other	ENSG00000196911.10	pc	one-to-many
ENSMUSG00000103951.1	lncRNA	ENSG00000255960.1	other	one-to-many
ENSMUSG00000036398.13	pc	ENSG00000236216.5	other	one-to-many
ENSMUSG00000032691.14	pc	ENSG00000277883.1	other	many-to-many
ENSMUSG00000095187.2	pc	ENSG00000174339.2	pc	one-to-many
ENSMUSG00000038170.15	pc	ENSG00000275064.1	other	many-to-many
ENSMUSG00000046572.10	pc	ENSG00000178163.7	pc	one-to-one
ENSMUSG00000044338.9	pc	ENSG00000134817.10	pc	one-to-one
ENSMUSG00000065782.1	ncRNA	ENSG00000277846.1	ncRNA	many-to-many
ENSMUSG00000055239.10	pc	ENSG00000176407.17	pc	one-to-one
ENSMUSG00000113659.1	other	ENSG00000115756.12	pc	one-to-many
ENSMUSG00000081051.4	other	ENSG00000223733.1	other	many-to-many
ENSMUSG00000027397.14	pc	ENSG00000273894.1	other	many-to-many
ENSMUSG00000091723.2	other	ENSG00000235162.8	pc	one-to-many
ENSMUSG00000081314.1	other	ENSG00000125482.12	pc	one-to-many
ENSMUSG00000083807.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000037236.14	pc	ENSG00000225858.1	other	many-to-many
ENSMUSG00000038462.3	pc	ENSG00000223721.3	other	many-to-many
ENSMUSG00000064289.15	pc	ENSG00000136560.13	pc	one-to-one
ENSMUSG00000035024.16	pc	ENSG00000151503.12	pc	one-to-one
ENSMUSG00000109428.1	lncRNA	ENSG00000248334.6	other	many-to-many
ENSMUSG00000111187.1	pc	ENSG00000133816.13	pc	many-to-many
ENSMUSG00000000915.15	pc	ENSG00000256152.2	lncRNA	many-to-many
ENSMUSG00000061414.8	pc	ENSG00000130038.9	pc	many-to-many
ENSMUSG00000102252.5	pc	ENSG00000214265.11	pc	many-to-many
ENSMUSG00000056367.14	pc	ENSG00000224016.2	other	one-to-many
ENSMUSG00000061119.7	pc	ENSG00000232556.1	other	many-to-many
ENSMUSG00000019767.12	pc	ENSG00000120262.9	pc	one-to-many
ENSMUSG00000030452.16	pc	ENSG00000236277.1	other	many-to-many
ENSMUSG00000039994.15	pc	ENSG00000111602.11	pc	one-to-one
ENSMUSG00000073257.3	pc	ENSG00000139351.14	pc	one-to-many
ENSMUSG00000089444.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000112832.1	lncRNA	ENSG00000257541.1	lncRNA	one-to-one
ENSMUSG00000028383.17	pc	ENSG00000119471.14	pc	one-to-one
ENSMUSG00000030980.17	pc	ENSG00000224344.1	other	one-to-many
ENSMUSG00000032126.16	pc	ENSG00000256269.7	pc	one-to-many
ENSMUSG00000114506.1	other	ENSG00000213070.3	other	one-to-many
ENSMUSG00000100868.1	lncRNA	ENSG00000253302.1	lncRNA	one-to-one
ENSMUSG00000028559.17	pc	ENSG00000117859.18	pc	many-to-many
ENSMUSG00000082288.1	other	ENSG00000259900.5	pc	many-to-many
ENSMUSG00000104063.1	pc	ENSG00000276547.1	pc	many-to-many
ENSMUSG00000022283.15	pc	ENSG00000151846.8	pc	many-to-many
ENSMUSG00000070501.14	pc	ENSG00000163565.18	pc	many-to-many
ENSMUSG00000103779.1	lncRNA	ENSG00000182568.16	pc	one-to-many
ENSMUSG00000060477.14	pc	ENSG00000134070.4	pc	one-to-many
ENSMUSG00000033883.11	pc	ENSG00000175322.11	pc	many-to-many
ENSMUSG00000025885.18	pc	ENSG00000228656.1	other	many-to-many
ENSMUSG00000057696.4	other	ENSG00000243256.1	other	many-to-many
ENSMUSG00000018570.17	pc	ENSG00000224647.2	other	one-to-one
ENSMUSG00000098787.1	ncRNA	ENSG00000173531.15	pc	many-to-many
ENSMUSG00000085272.7	pc	ENSG00000231274.5	pc	one-to-one
ENSMUSG00000041571.9	pc	ENSG00000215900.4	other	one-to-many
ENSMUSG00000090659.9	pc	ENSG00000277493.1	other	many-to-many
ENSMUSG00000008683.16	pc	ENSG00000260342.2	pc	many-to-many
ENSMUSG00000100941.1	other	ENSG00000235482.1	other	one-to-many
ENSMUSG00000032271.13	pc	ENSG00000166741.7	pc	one-to-one
ENSMUSG00000062198.5	pc	ENSG00000227834.1	other	one-to-many
ENSMUSG00000067719.5	other	ENSG00000232362.1	other	many-to-many
ENSMUSG00000095432.9	pc	ENSG00000224634.1	other	many-to-many
ENSMUSG00000030560.17	pc	ENSG00000109861.15	pc	one-to-one
ENSMUSG00000114860.1	lncRNA	ENSG00000228412.7	lncRNA	one-to-many
ENSMUSG00000043087.5	pc	ENSG00000170923.3	pc	one-to-many
ENSMUSG00000021938.12	pc	ENSG00000243008.2	lncRNA	many-to-many
ENSMUSG00000058126.7	pc	ENSG00000213050.5	other	many-to-many
ENSMUSG00000094913.3	pc	ENSG00000215454.6	pc	many-to-many
ENSMUSG00000067942.5	pc	ENSG00000275956.1	other	many-to-many
ENSMUSG00000093544.1	other	ENSG00000257954.1	other	one-to-many
ENSMUSG00000077208.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000084297.1	other	ENSG00000244398.1	other	one-to-many
ENSMUSG00000032900.14	pc	ENSG00000196900.4	pc	one-to-one
ENSMUSG00000102958.1	lncRNA	ENSG00000232539.1	lncRNA	one-to-one
ENSMUSG00000058207.6	pc	ENSG00000273259.3	pc	many-to-many
ENSMUSG00000064731.1	ncRNA	ENSG00000201487.1	ncRNA	many-to-many
ENSMUSG00000087666.3	other	ENSG00000258835.1	other	many-to-many
ENSMUSG00000105060.1	ncRNA	ENSG00000230497.2	other	many-to-many
ENSMUSG00000061143.15	pc	ENSG00000196782.12	pc	one-to-one
ENSMUSG00000081095.2	other	ENSG00000124097.7	other	one-to-many
ENSMUSG00000112620.1	other	ENSG00000267120.3	pc	many-to-many
ENSMUSG00000042425.18	pc	ENSG00000147234.10	pc	one-to-one
ENSMUSG00000036570.14	pc	ENSG00000221857.7	lncRNA	many-to-many
ENSMUSG00000068196.4	pc	ENSG00000144810.15	pc	one-to-one
ENSMUSG00000040432.5	pc	ENSG00000213903.8	pc	many-to-many
ENSMUSG00000070692.6	other	ENSG00000227615.1	other	many-to-many
ENSMUSG00000103472.1	pc	ENSG00000253731.2	pc	many-to-many
ENSMUSG00000042035.11	pc	ENSG00000223703.1	other	many-to-many
ENSMUSG00000110032.1	other	ENSG00000124570.17	pc	one-to-many
ENSMUSG00000020317.14	pc	ENSG00000105549.10	pc	one-to-one
ENSMUSG00000029587.16	pc	ENSG00000189180.15	pc	many-to-many
ENSMUSG00000061848.5	other	ENSG00000224114.1	other	many-to-many
ENSMUSG00000109730.1	other	ENSG00000105146.12	pc	one-to-many
ENSMUSG00000003500.13	pc	ENSG00000226553.1	other	many-to-many
ENSMUSG00000065607.1	ncRNA	ENSG00000199172.3	ncRNA	one-to-many
ENSMUSG00000097086.1	other	ENSG00000150776.17	pc	one-to-many
ENSMUSG00000069996.2	other	ENSG00000272164.1	other	many-to-many
ENSMUSG00000109859.1	pc	ENSG00000204572.9	pc	many-to-many
ENSMUSG00000020460.15	pc	ENSG00000143947.13	pc	one-to-one
ENSMUSG00000020680.15	pc	ENSG00000270647.5	pc	one-to-many
ENSMUSG00000052534.15	pc	ENSG00000185630.18	pc	one-to-many
ENSMUSG00000091845.1	other	ENSG00000176043.5	other	one-to-many
ENSMUSG00000093437.1	other	ENSG00000230202.1	other	one-to-many
ENSMUSG00000042251.12	pc	ENSG00000162877.12	pc	one-to-one
ENSMUSG00000090874.2	pc	ENSG00000258564.2	other	many-to-many
ENSMUSG00000000538.18	pc	ENSG00000175662.17	pc	one-to-one
ENSMUSG00000083492.1	other	ENSG00000242527.1	other	one-to-many
ENSMUSG00000077237.1	ncRNA	ENSG00000233016.6	lncRNA	many-to-many
ENSMUSG00000082459.1	other	ENSG00000144306.14	pc	one-to-many
ENSMUSG00000097214.1	other	ENSG00000204703.5	pc	one-to-many
ENSMUSG00000063281.9	pc	ENSG00000232208.2	other	one-to-many
ENSMUSG00000002949.15	pc	ENSG00000104980.7	pc	one-to-one
ENSMUSG00000022820.3	pc	ENSG00000065518.7	pc	one-to-one
ENSMUSG00000079114.3	pc	ENSG00000164816.7	pc	one-to-many
ENSMUSG00000088410.1	ncRNA	ENSG00000199477.1	ncRNA	many-to-many
ENSMUSG00000083452.1	other	ENSG00000176406.22	pc	many-to-many
ENSMUSG00000099419.1	lncRNA	ENSG00000251171.1	lncRNA	one-to-one
ENSMUSG00000099082.1	ncRNA	ENSG00000087274.16	pc	one-to-many
ENSMUSG00000062270.13	pc	ENSG00000185787.14	pc	one-to-one
ENSMUSG00000044994.10	pc	ENSG00000254466.2	pc	one-to-many
ENSMUSG00000026774.11	pc	ENSG00000260691.5	pc	one-to-many
ENSMUSG00000112491.1	other	ENSG00000108559.11	pc	one-to-many
ENSMUSG00000082029.1	other	ENSG00000229421.1	other	many-to-many
ENSMUSG00000102222.1	pc	ENSG00000254245.2	pc	many-to-many
ENSMUSG00000083103.1	other	ENSG00000212664.5	other	one-to-many
ENSMUSG00000086056.1	pc	ENSG00000232148.1	other	many-to-many
ENSMUSG00000026705.16	pc	ENSG00000225591.2	other	many-to-many
ENSMUSG00000073640.2	pc	ENSG00000234488.1	other	many-to-many
ENSMUSG00000024404.6	pc	ENSG00000101782.14	pc	one-to-many
ENSMUSG00000018821.3	pc	ENSG00000119986.6	pc	one-to-one
ENSMUSG00000087042.1	lncRNA	ENSG00000277363.4	pc	one-to-many
ENSMUSG00000082025.1	other	ENSG00000225022.1	other	many-to-many
ENSMUSG00000056770.15	pc	ENSG00000183576.12	pc	one-to-many
ENSMUSG00000108729.1	other	ENSG00000263716.1	other	many-to-many
ENSMUSG00000022048.8	pc	ENSG00000092964.17	pc	one-to-one
ENSMUSG00000114542.1	other	ENSG00000256674.1	other	one-to-many
ENSMUSG00000103905.1	other	ENSG00000255489.1	other	many-to-many
ENSMUSG00000056145.5	lncRNA	ENSG00000259834.1	lncRNA	one-to-one
ENSMUSG00000032449.13	pc	ENSG00000267192.1	lncRNA	many-to-many
ENSMUSG00000021850.14	pc	ENSG00000100557.9	pc	one-to-one
ENSMUSG00000077218.1	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000071763.9	other	ENSG00000073146.15	pc	many-to-many
ENSMUSG00000041817.14	pc	ENSG00000198780.11	pc	one-to-one
ENSMUSG00000032719.4	pc	ENSG00000283529.1	other	one-to-many
ENSMUSG00000089645.3	other	ENSG00000175886.10	other	many-to-many
ENSMUSG00000004655.5	pc	ENSG00000250424.4	pc	many-to-many
ENSMUSG00000101055.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000112007.1	other	ENSG00000212802.4	other	one-to-many
ENSMUSG00000024597.10	pc	ENSG00000064651.13	pc	one-to-one
ENSMUSG00000108426.2	pc	ENSG00000153230.4	pc	many-to-many
ENSMUSG00000044367.7	pc	ENSG00000174327.6	pc	one-to-one
ENSMUSG00000103084.1	pc	ENSG00000186226.8	pc	many-to-many
ENSMUSG00000062933.7	other	ENSG00000226131.1	other	many-to-many
ENSMUSG00000021418.15	pc	ENSG00000276156.1	other	many-to-many
ENSMUSG00000081929.1	other	ENSG00000236940.1	other	many-to-many
ENSMUSG00000109070.2	other	ENSG00000183303.2	pc	one-to-many
ENSMUSG00000023809.9	pc	ENSG00000071242.11	pc	one-to-many
ENSMUSG00000101597.2	other	ENSG00000269242.1	pc	many-to-many
ENSMUSG00000051671.7	pc	ENSG00000168275.14	pc	one-to-one
ENSMUSG00000115356.1	other	ENSG00000232238.1	other	many-to-many
ENSMUSG00000035575.11	pc	ENSG00000244167.1	other	one-to-many
ENSMUSG00000070426.12	pc	ENSG00000137522.17	pc	one-to-one
ENSMUSG00000099530.1	pc	ENSG00000186787.8	pc	many-to-many
ENSMUSG00000019731.13	pc	ENSG00000238286.1	other	many-to-many
ENSMUSG00000093978.1	other	ENSG00000201457.1	ncRNA	many-to-many
ENSMUSG00000078737.3	other	ENSG00000187833.7	pc	one-to-many
ENSMUSG00000115658.1	other	ENSG00000183199.6	other	one-to-many
ENSMUSG00000113247.1	other	ENSG00000241975.1	other	many-to-many
ENSMUSG00000017264.16	pc	ENSG00000171824.13	pc	one-to-one
ENSMUSG00000085775.1	other	ENSG00000231765.1	other	one-to-many
ENSMUSG00000062933.7	other	ENSG00000260815.3	other	many-to-many
ENSMUSG00000024169.15	pc	ENSG00000187535.13	pc	one-to-one
ENSMUSG00000105400.1	ncRNA	ENSG00000280466.1	ncRNA	many-to-many
ENSMUSG00000084153.2	other	ENSG00000276873.1	ncRNA	many-to-many
ENSMUSG00000048707.9	pc	ENSG00000176058.11	pc	one-to-one
ENSMUSG00000081451.1	other	ENSG00000134001.12	pc	one-to-many
ENSMUSG00000035121.6	pc	ENSG00000154328.15	pc	one-to-many
ENSMUSG00000098003.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000110333.1	pc	ENSG00000180777.13	pc	many-to-many
ENSMUSG00000028378.6	pc	ENSG00000106853.18	pc	one-to-many
ENSMUSG00000029260.15	pc	ENSG00000249235.1	other	many-to-many
ENSMUSG00000039607.15	pc	ENSG00000144642.21	pc	many-to-many
ENSMUSG00000088958.1	ncRNA	ENSG00000251733.1	ncRNA	many-to-many
ENSMUSG00000110061.1	pc	ENSG00000244411.3	pc	many-to-many
ENSMUSG00000111095.1	other	ENSG00000181939.3	pc	one-to-many
ENSMUSG00000006527.16	pc	ENSG00000272305.5	pc	many-to-many
ENSMUSG00000050747.14	pc	ENSG00000204610.12	pc	one-to-many
ENSMUSG00000087523.1	lncRNA	ENSG00000108518.7	pc	one-to-many
ENSMUSG00000083900.2	other	ENSG00000181472.4	pc	one-to-many
ENSMUSG00000029352.14	pc	ENSG00000100053.9	pc	one-to-one
ENSMUSG00000032307.16	pc	ENSG00000178081.12	other	many-to-many
ENSMUSG00000002660.7	pc	ENSG00000125656.8	pc	one-to-one
ENSMUSG00000101518.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000025464.15	pc	ENSG00000148832.15	pc	many-to-many
ENSMUSG00000022969.13	pc	ENSG00000249624.8	pc	many-to-many
ENSMUSG00000030870.12	pc	ENSG00000103353.15	pc	many-to-many
ENSMUSG00000109976.1	other	ENSG00000215835.2	other	one-to-many
ENSMUSG00000090175.1	pc	ENSG00000242366.3	pc	many-to-many
ENSMUSG00000108809.1	other	ENSG00000242327.1	other	one-to-many
ENSMUSG00000083348.1	other	ENSG00000220581.1	other	one-to-many
ENSMUSG00000035863.14	pc	ENSG00000099864.17	pc	one-to-one
ENSMUSG00000017466.9	pc	ENSG00000035862.12	pc	many-to-many
ENSMUSG00000073755.4	pc	ENSG00000142686.7	pc	one-to-one
ENSMUSG00000023800.15	pc	ENSG00000146426.17	pc	one-to-many
ENSMUSG00000066878.4	pc	ENSG00000261144.1	other	many-to-many
ENSMUSG00000071537.6	pc	ENSG00000188883.4	pc	one-to-many
ENSMUSG00000099088.1	ncRNA	ENSG00000135655.15	pc	many-to-many
ENSMUSG00000100417.1	lncRNA	ENSG00000230967.2	lncRNA	one-to-one
ENSMUSG00000090743.1	other	ENSG00000144744.16	pc	one-to-many
ENSMUSG00000099142.1	ncRNA	ENSG00000147526.19	pc	one-to-many
ENSMUSG00000090610.3	other	ENSG00000215035.2	other	many-to-many
ENSMUSG00000112100.1	other	ENSG00000224858.5	other	one-to-many
ENSMUSG00000068817.5	pc	ENSG00000187612.1	pc	one-to-many
ENSMUSG00000015247.10	pc	ENSG00000165028.11	pc	one-to-one
ENSMUSG00000003053.17	pc	ENSG00000276490.1	pc	many-to-many
ENSMUSG00000103249.1	other	ENSG00000110395.6	pc	one-to-many
ENSMUSG00000005474.9	pc	ENSG00000106436.4	pc	one-to-one
ENSMUSG00000049939.6	pc	ENSG00000128594.7	pc	one-to-one
ENSMUSG00000097962.7	lncRNA	ENSG00000236464.1	lncRNA	one-to-one
ENSMUSG00000028945.9	pc	ENSG00000226964.1	other	many-to-many
ENSMUSG00000073177.8	pc	ENSG00000139351.14	pc	one-to-many
ENSMUSG00000106067.1	other	ENSG00000175782.9	pc	one-to-many
ENSMUSG00000100072.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000108275.1	other	ENSG00000072042.12	pc	many-to-many
ENSMUSG00000063903.5	pc	ENSG00000167748.10	pc	many-to-many
ENSMUSG00000064602.1	ncRNA	ENSG00000207406.1	ncRNA	many-to-many
ENSMUSG00000004500.9	pc	ENSG00000083812.11	pc	one-to-many
ENSMUSG00000024797.12	pc	ENSG00000230851.1	other	many-to-many
ENSMUSG00000062017.15	pc	ENSG00000189149.12	other	many-to-many
ENSMUSG00000042688.16	pc	ENSG00000254185.1	other	many-to-many
ENSMUSG00000068882.13	pc	ENSG00000236852.1	other	many-to-many
ENSMUSG00000032875.8	pc	ENSG00000110237.3	pc	one-to-one
ENSMUSG00000104697.1	other	ENSG00000278857.1	other	one-to-many
ENSMUSG00000082044.1	other	ENSG00000225990.2	other	many-to-many
ENSMUSG00000105413.1	ncRNA	ENSG00000201245.1	ncRNA	many-to-many
ENSMUSG00000105911.1	ncRNA	ENSG00000201544.1	ncRNA	many-to-many
ENSMUSG00000104649.1	other	ENSG00000278487.1	other	many-to-many
ENSMUSG00000112653.1	pc	ENSG00000205445.3	pc	one-to-many
ENSMUSG00000029155.16	pc	ENSG00000163071.10	pc	one-to-one
ENSMUSG00000018334.18	pc	ENSG00000277199.1	lncRNA	many-to-many
ENSMUSG00000078324.2	pc	ENSG00000244234.1	other	one-to-many
ENSMUSG00000055480.7	pc	ENSG00000152926.14	pc	many-to-many
ENSMUSG00000022671.12	pc	ENSG00000173272.15	pc	many-to-many
ENSMUSG00000045799.6	other	ENSG00000218902.3	other	many-to-many
ENSMUSG00000007033.4	pc	ENSG00000204390.9	pc	one-to-one
ENSMUSG00000036087.18	pc	ENSG00000109171.14	pc	many-to-many
ENSMUSG00000047905.10	other	ENSG00000261282.1	other	many-to-many
ENSMUSG00000078899.9	pc	ENSG00000142556.18	pc	many-to-many
ENSMUSG00000024758.14	pc	ENSG00000278943.1	lncRNA	one-to-many
ENSMUSG00000042323.17	pc	ENSG00000163939.18	pc	one-to-one
ENSMUSG00000064138.14	pc	ENSG00000284336.1	ncRNA	one-to-many
ENSMUSG00000039990.16	pc	ENSG00000107938.17	pc	one-to-one
ENSMUSG00000050558.13	pc	ENSG00000101292.7	pc	many-to-many
ENSMUSG00000030380.17	pc	ENSG00000099326.8	pc	one-to-one
ENSMUSG00000089793.1	other	ENSG00000182383.8	other	one-to-many
ENSMUSG00000050900.5	other	ENSG00000232968.1	other	many-to-many
ENSMUSG00000045248.6	pc	ENSG00000268790.5	pc	many-to-many
ENSMUSG00000081398.1	other	ENSG00000219470.1	other	one-to-many
ENSMUSG00000029730.16	pc	ENSG00000207547.1	ncRNA	many-to-many
ENSMUSG00000109885.1	other	ENSG00000105136.20	pc	one-to-many
ENSMUSG00000057182.14	pc	ENSG00000153253.16	pc	one-to-one
ENSMUSG00000078515.4	pc	ENSG00000251468.2	other	many-to-many
ENSMUSG00000073775.4	pc	ENSG00000198841.3	pc	many-to-many
ENSMUSG00000021622.3	pc	ENSG00000131730.15	pc	one-to-one
ENSMUSG00000096433.1	pc	ENSG00000213799.11	pc	many-to-many
ENSMUSG00000042903.8	pc	ENSG00000184481.16	pc	one-to-one
ENSMUSG00000028609.6	pc	ENSG00000248891.2	other	many-to-many
ENSMUSG00000020076.7	pc	ENSG00000107625.12	pc	one-to-one
ENSMUSG00000040600.9	pc	ENSG00000198758.10	pc	one-to-one
ENSMUSG00000062598.3	pc	ENSG00000268593.3	other	many-to-many
ENSMUSG00000066896.6	pc	ENSG00000228547.5	other	many-to-many
ENSMUSG00000102018.7	pc	ENSG00000203499.11	pc	one-to-one
ENSMUSG00000031481.8	pc	ENSG00000215506.5	other	many-to-many
ENSMUSG00000095994.1	other	ENSG00000102021.10	pc	one-to-many
ENSMUSG00000037902.18	pc	ENSG00000223750.1	other	many-to-many
ENSMUSG00000067149.6	pc	ENSG00000132465.10	pc	one-to-many
ENSMUSG00000103088.1	pc	ENSG00000261934.2	pc	many-to-many
ENSMUSG00000094396.1	pc	ENSG00000226348.1	other	many-to-many
ENSMUSG00000108188.1	other	ENSG00000220749.4	other	one-to-many
ENSMUSG00000000094.12	pc	ENSG00000121075.9	pc	one-to-one
ENSMUSG00000111837.1	other	ENSG00000207954.1	ncRNA	one-to-many
ENSMUSG00000081094.4	other	ENSG00000226217.1	other	many-to-many
ENSMUSG00000110680.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000035354.9	pc	ENSG00000198382.8	pc	one-to-one
ENSMUSG00000103310.1	pc	ENSG00000081842.17	pc	many-to-many
ENSMUSG00000022112.14	pc	ENSG00000260344.2	other	one-to-many
ENSMUSG00000095159.2	other	ENSG00000224802.2	other	many-to-many
ENSMUSG00000113247.1	other	ENSG00000234131.1	other	many-to-many
ENSMUSG00000098720.1	lncRNA	ENSG00000263146.2	lncRNA	one-to-one
ENSMUSG00000040794.5	pc	ENSG00000172247.3	pc	one-to-one
ENSMUSG00000074034.1	other	ENSG00000240342.3	other	many-to-many
