Database_ID	ncRNA_Symbol	ncRNA_Category	Species	Detection_Method	Strong_Evidence	Weak_Evidence	Score	Causality	Clinical	ncRNA_ID
LDA0003877	CDKN2B-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//CCK8//RIP//MTT//Luciferase Report Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID00652
LDA0003882	DANCR	LncRNA	Homo sapiens	Strong evidence	IHC//Western Blot//ISH//CCK8//qRT-PCR//MTT//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID00836
LDA0003932	DLX6-AS1	LncRNA	Homo sapiens	Strong/Weak evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//Colony Formation Assay//CCK8//qRT-PCR//RIP//MTT//Luciferase Report Assay//IHC//Transwell Assay	Other	1	Yes	Yes	RID00901
LDA0003949	DLX6-AS1	LncRNA	Homo sapiens	Strong evidence	ChIP//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID00901
LDA0003997	DUXAP8	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//CCK8//RIP//Luciferase Report Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID00953
LDA0004011	DUXAP9	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//RIP//FISH//MTT//Luciferase Report Assay//Transwell Assay		1	Yes	Yes	RID00954
LDA0004040	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//ChIP//Western Blot//Transfection//MeRIP//Migration Assay//Flow Cytometry//qRT-PCR//CCK8//IF//FISH//Luciferase Report Assay//RIP//Cell Cycle Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		1	Yes	Yes	RID00837
LDA0004075	DANCR	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//EdU Staining//CCK8//qRT-PCR//Flow Cytometry//RIP//MTT//Luciferase Report Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		1	Yes	Yes	RID00836
LDA0004078	DANCR	LncRNA	Homo sapiens	Strong evidence	ChIP//Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//MTT//Luciferase Report Assay//ELISA//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID00836
LDA0004080	DANCR	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Tunel//CCK8//qRT-PCR//RIP//Flow Cytometry//FISH//IF//Cell Cycle Assay//Transwell Assay		1	Yes	Yes	RID00836
LDA0004159	AFAP1-AS1	LncRNA	Homo sapiens	Strong evidence	ChIP//Western Blot//Flow Cytometry//qRT-PCR//RIP//FISH//MTT//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID00198
LDA0004175	AFAP1-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		1	Yes	Yes	RID00198
LDA0004186	AFAP1-AS1	LncRNA	Homo sapiens	Strong evidence	ChIP//Western Blot//Wound Healing Assay//qPCR//Invasion Assay//Migration Assay//Flow Cytometry//qRT-PCR//RIP//CCK8//MTT//FISH//PCR//Luciferase Report Assay//IP//Colony Formation Assay//EdU Staining//IF		1	Yes	Yes	RID00198
LDA0004544	CASC9	LncRNA	Homo sapiens	Strong evidence	Western Blot//ISH//Wound Healing Assay//Tunel//Migration Assay//Flow Cytometry//qRT-PCR//CCK8//RIP//MTT//Colony Formation Assay//IHC		1	Yes	Yes	RID00551
LDA0004554	CASC9	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID00551
LDA0004564	CASC9	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//ISH//Flow Cytometry//qRT-PCR//RIP//CCK8//MTT//Luciferase Report Assay//ELISA//Transwell Assay		1	Yes	Yes	RID00551
LDA0004566	CASC9	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Flow Cytometry//qRT-PCR//CCK8//RIP//Luciferase Report Assay//Cell Proliferation Assay//IP//Transwell Assay		1	Yes	Unknown	RID00551
LDA0004597	CASC2	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//MTT//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Unknown	RID00546
LDA0004610	AWPPH	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay//ELISA//Transwell Assay		1	Yes	Yes	RID00403
LDA0004664	ATB	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transwell Assay//Wound Healing Assay//CCK8//qRT-PCR//RIP//Flow Cytometry//Luciferase Report Assay//IHC//ChIP		1	Yes	Yes	RID00387
LDA0004716	BCYRN1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID00442
LDA0004723	BBOX1-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//IHC//Western Blot//Transfection//EdU Staining//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		1	Yes	Yes	RID00426
LDA0004833	SNHG1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//FISH//RIP//MTT//Luciferase Report Assay//Cell Proliferation Assay//Invasion Assay//Transwell Assay		1	Yes	Unknown	RID04533
LDA0004850	SNHG1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Tunel//CCK8//qRT-PCR//RIP//IF//MTT//Luciferase Report Assay//Cell Apoptosis Assay//Flow Cytometry//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID04533
LDA0005061	SNHG16	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//RIP//MTT//Luciferase Report Assay//H&E Staining//Transwell Assay		1	Yes	Yes	RID04539
LDA0005062	SNHG16	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//FISH//MTT//Luciferase Report Assay//Cell Viability Assay//Transwell Assay		1	Yes	Yes	RID04539
LDA0005080	SNHG17	LncRNA	Homo sapiens	Strong evidence	Western Blot//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//Cell Viability Assay//Cell Cycle Assay//Colony Formation Assay//Invasion Assay		1	Yes	Yes	RID04540
LDA0005083	SNHG16	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//RIP//MTT//Luciferase Report Assay//Cell Cycle Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID04539
LDA0005100	SNHG16	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Migration Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Cell Viability Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID04539
LDA0005129	SNHG3	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Tunel//RIP//Cell Proliferation Assay//Flow Cytometry//FISH//Luciferase Report Assay//Cell Apoptosis Assay//Colony Formation Assay//Invasion Assay//Transwell Assay//Transfection//Migration Assay//IHC//RNA Pull-Down//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Cell Cycle Assay		1	Yes	Yes	RID04548
LDA0005133	SNHG3	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Cell Proliferation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID04548
LDA0005162	SNHG20	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//MTT//Luciferase Report Assay//Colony Formation Assay//EdU Staining		1	Yes	Yes	RID04542
LDA0005181	SNHG1	LncRNA	Homo sapiens	Strong evidence	ChIP//Western Blot//Migration Assay//CCK8//qRT-PCR//RIP//MTT//Luciferase Report Assay//Cell Cycle Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID04533
LDA0005190	SNHG12	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Genotyping//CCK8//qRT-PCR//RIP//Luciferase Report Assay//IHC//EdU Staining//Transwell Assay		1	Yes	Yes	RID04536
LDA0005202	SNHG1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Western Blot		1	Yes	Yes	RID04533
LDA0005215	SNHG1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//RIP//FISH//MTT//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID04533
LDA0005216	SNHG1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//CCK8//RIP//Flow Cytometry//qRT-PCR//MTT//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID04533
LDA0005217	SNHG1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//MTT//Luciferase Report Assay//FISH//Transwell Assay		1	Yes	Yes	RID04533
LDA0005223	SNHG14	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay//ChIP		1	Yes	Yes	RID04537
LDA0005276	SNHG12	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//ChIP//Western Blot//ISH//Wound Healing Assay//Co-IP//Migration Assay//CCK8//FISH//qRT-PCR//RIP//Luciferase Report Assay//PCR//IHC//Transwell Assay		1	Yes	Yes	RID04536
LDA0000031	HOTTIP	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Genotyping//qRT-PCR//Transwell Assay		1	Yes	Yes	RID01517
LDA0000034	HOTTIP	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//IHC//ChIP//Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//CCK8//RIP//Luciferase Report Assay//ELISA//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID01517
LDA0000036	HOTAIR	LncRNA	Homo sapiens	Strong evidence	Northern Blot//Western Blot//Wound Healing Assay//Tunel//CCK8//qRT-PCR//Flow Cytometry//FISH//Luciferase Report Assay//Cell Apoptosis Assay//Transwell Assay		1	Yes	Yes	RID01514
LDA0000037	HOTAIR	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//Migration Assay//Flow Cytometry//qRT-PCR//CCK8//MTT//Luciferase Report Assay//PCR//Invasion Assay//Transwell Assay		1	Yes	Yes	RID01514
LDA0000042	HOTAIR	LncRNA	Homo sapiens	Strong/Weak evidence	RNA Pull-Down//Western Blot//CCK8//qRT-PCR//RIP//MTT//Luciferase Report Assay//Colony Formation Assay//ChIP	Bioinformatics Analysis	1	Yes	Yes	RID01514
LDA0000045	HOTAIR	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Migration Assay//CCK8//RIP//qRT-PCR//MTT//Luciferase Report Assay//ELISA//Colony Formation Assay//Invasion Assay//Transwell Assay		1	Yes	Yes	RID01514
LDA0000053	HOTAIR	LncRNA	Homo sapiens	Strong evidence	IHC//ChIP//Western Blot//ISH//Wound Healing Assay//CCK8//qRT-PCR//RIP//Flow Cytometry//MTT//Luciferase Report Assay//Cell Apoptosis Assay//IF//Colony Formation Assay//Invasion Assay//Transwell Assay		1	Yes	Yes	RID01514
LDA0000095	HOXA11-AS	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Wound Healing Assay//Transfection//CCK8//RIP//Flow Cytometry//qRT-PCR//MTT//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID01523
LDA0000097	HOXA11-AS	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//cell invasion assay//IHC//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//IF//Luciferase Report Assay//Cell Apoptosis Assay//H&E Staining//Cell Proliferation Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID01523
LDA0000114	HOXA11-AS	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//H&E Staining//IHC//Invasion Assay//Transwell Assay		1	Yes	Yes	RID01523
LDA0000117	HCP5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transwell Assay//Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//FISH//Luciferase Report Assay//Cell Viability Assay//Colony Formation Assay//Invasion Assay//ChIP		1	Yes	Yes	RID01450
LDA0000167	HCG11	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transfection//Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//BrdU		1	Yes	Yes	RID01444
LDA0000177	HCG18	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//IHC//ChIP//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//ELISA//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID01447
LDA0000307	KCNQ1OT1	LncRNA	Homo sapiens	Strong/Weak evidence	RNA Pull-Down//Western Blot//Transwell Assay//CCK8//qRT-PCR//RIP//IF//MTT//Luciferase Report Assay//Flow Cytometry//Colony Formation Assay//ChIP	Bioinformatics Analysis	1	Yes	Yes	RID01645
LDA0000363	LINC00261	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//ChIP//Western Blot//ISH//Wound Healing Assay//Transfection//Colony Formation Assay//Flow Cytometry//qRT-PCR//RIP//CCK8//MTT//Luciferase Report Assay//FISH//ELISA//IHC//Invasion Assay//Transwell Assay		1	Yes	Yes	RID01761
LDA0000449	HULC	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//IHC//EdU Staining//Transwell Assay		1	Yes	Unknown	RID01547
LDA0000507	KCNQ1OT1	LncRNA	Homo sapiens	Strong evidence	ChIP//Western Blot//Wound Healing Assay//CCK8//Flow Cytometry//qRT-PCR//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID01645
LDA0000510	KCNQ1OT1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Tunel//CCK8//qRT-PCR//RIP//FISH//MTT//Luciferase Report Assay//Cell Cycle Assay//IHC//Transwell Assay		1	Yes	Unknown	RID01645
LDA0000582	FOXD2-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//Colony Formation Assay//CCK8//qRT-PCR//RIP//Flow Cytometry//MTT//Luciferase Report Assay//Transwell Assay//EdU Staining//IF		1	Yes	Yes	RID01271
LDA0000677	FOXD2-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//Colony Formation Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Cell Viability Assay//Cell Cycle Assay//IHC//EdU Staining//Transwell Assay		1	Yes	Yes	RID01271
LDA0000794	FENDRR	LncRNA	Homo sapiens	Strong evidence	Migration Assay//Flow Cytometry//qRT-PCR//Colony Formation Assay//MTT//Luciferase Report Assay//IHC//Transwell Assay		1	Yes	Yes	RID01228
LDA0000805	FEZF1-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//qPCR//qRT-PCR//Luciferase Report Assay//Transwell Assay		1	Yes	Yes	RID01235
LDA0000820	FAM83A-AS1	LncRNA	Homo sapiens	Strong/Weak evidence	RIP//MTT//Cell Proliferation Assay//Flow Cytometry//FISH//Luciferase Report Assay//Colony Formation Assay//Invasion Assay//Transwell Assay//Transfection//Co-IP//Migration Assay//EdU Staining//RNA Pull-Down//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//IF	Survival Analysis	1	Yes	Yes	RID01197
LDA0000874	H19	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//qPCR//Invasion Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//MTT//Luciferase Report Assay//Cell Proliferation Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Unknown	RID01424
LDA0000957	HAND2-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//IHC//Western Blot//CCK8//qRT-PCR//Flow Cytometry//FISH//Luciferase Report Assay//Colony Formation Assay		1	Yes	Yes	RID01432
LDA0000963	H19	LncRNA	Homo sapiens	Strong/Weak evidence	In Vivo Experiment//Western Blot//Transwell Assay//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Cell Apoptosis Assay//ELISA//IHC//IF	Bioinformatics Analysis	1	Yes	Yes	RID01424
LDA0000964	H19	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Genotyping//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Unknown	RID01424
LDA0000966	H19	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Genotyping//CCK8//qRT-PCR//RIP//Transwell Assay		1	Yes	Yes	RID01424
LDA0000967	H19	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Wound Healing Assay//Genotyping//Colony Formation Assay//CCK8//qRT-PCR//Flow Cytometry//IF//Luciferase Report Assay//IHC//Transwell Assay		1	Yes	Yes	RID01424
LDA0000991	GAS5	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//Transfection//Co-IP//Migration Assay//CCK8//qRT-PCR//RIP//MTT//Luciferase Report Assay//Invasion Assay//Transwell Assay		1	Yes	Unknown	RID01327
LDA0000993	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//ISH//Wound Healing Assay//Flow Cytometry//qRT-PCR//CCK8//MTT//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID01327
LDA0000996	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//IHC//ChIP//Western Blot//Wound Healing Assay//Co-IP//CCK8//qRT-PCR//Flow Cytometry//FISH//RIP//Luciferase Report Assay//IF//Colony Formation Assay//Transwell Assay		1	Yes	Unknown	RID01327
LDA0001004	GAS5	LncRNA	Homo sapiens	Strong evidence	Genotyping//Flow Cytometry//qRT-PCR//Luciferase Report Assay//Transwell Assay		1	Yes	Yes	RID01327
LDA0001005	GAS5	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//IHC//EdU Staining//Transwell Assay		1	Yes	Yes	RID01327
LDA0001007	GAS5	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//IHC//ChIP//Western Blot//ISH//MeRIP//Genotyping//CCK8//qRT-PCR//RIP//FISH//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Unknown	RID01327
LDA0001009	GAS5	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Transwell Assay		1	Yes	Yes	RID01327
LDA0001010	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Wound Healing Assay//Colony Formation Assay//Flow Cytometry//qRT-PCR//CCK8//RIP//MTT//Luciferase Report Assay//PCR//IHC//Transwell Assay		1	Yes	Yes	RID01327
LDA0001039	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//qPCR//BrdU//EdU Staining//Migration Assay//CCK8//RIP//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay//ELISA//IHC//Invasion Assay		1	Yes	Yes	RID01327
LDA0005785	PVT1	LncRNA	Homo sapiens	Strong/Weak evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Genotyping//CCK8//qRT-PCR//Flow Cytometry//RIP//MTT//Luciferase Report Assay//Cell Proliferation Assay//Colony Formation Assay//EdU Staining//Transwell Assay	RNA-seq	1	Yes	Yes	RID03981
LDA0005838	UCA1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Wound Healing Assay//Transfection//Migration Assay//Flow Cytometry//qRT-PCR//CCK8//FISH//MTT//Luciferase Report Assay//Invasion Assay//Transwell Assay		1	Yes	Yes	RID05389
LDA0005840	UCA1	LncRNA	Homo sapiens	Strong evidence	IHC//Western Blot//Wound Healing Assay//Transfection//Immunoblotting//CCK8//qRT-PCR//IF//Luciferase Report Assay//Cell Apoptosis Assay//cell invasion assay//ELISA//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID05389
LDA0005849	UCA1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Genotyping//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Cell Cycle Assay//Invasion Assay//Transwell Assay		1	Yes	Unknown	RID05389
LDA0005852	UCA1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Colony Formation Assay//CCK8//qRT-PCR//RIP//Flow Cytometry//MTT//Luciferase Report Assay//IHC//Transwell Assay		1	Yes	Yes	RID05389
LDA0005858	UCA1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Transwell Assay		1	Yes	Yes	RID05389
LDA0005861	UCA1	LncRNA	Homo sapiens	Strong/Weak evidence	RNA Pull-Down//Western Blot//Co-IP//Tunel//CCK8//qRT-PCR//Flow Cytometry//MTT//Luciferase Report Assay//Colony Formation Assay//Transwell Assay	Meta-analysis	1	Yes	Yes	RID05389
LDA0005944	UCA1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//ChIP//Western Blot//Migration Assay//CCK8//qRT-PCR//RIP//Flow Cytometry//MTT//Luciferase Report Assay//Colony Formation Assay//IHC//Invasion Assay//Transwell Assay		1	Yes	Yes	RID05389
LDA0005948	UCA1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//RIP//MTT//Luciferase Report Assay//Transwell Assay		1	Yes	Yes	RID05389
LDA0005994	TUG1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//RIP//MTT//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID05356
LDA0005997	TUG1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//CCK8//qRT-PCR//RIP//MTT//Luciferase Report Assay//ELISA//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID05356
LDA0006086	TUG1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//CCK8//RIP//MTT//Luciferase Report Assay//FISH//Transwell Assay		1	Yes	Yes	RID05356
LDA0006091	TUG1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ChIP//Western Blot//Tunel//CCK8//qRT-PCR//Flow Cytometry//MTT//Luciferase Report Assay//Cell Viability Assay//Colony Formation Assay//Transwell Assay		1	Yes	Yes	RID05356
LDA0006116	ZFAS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//Invasion Assay//Migration Assay//Flow Cytometry//qRT-PCR//CCK8//FISH//MTT//RIP//IF//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay		1	Yes	Yes	RID05550
