id	MMU	HSAlifted	HSAlifted_cov	HSA	MMUlifted	MMUlifted_cov
ENSMUSG00000125369.1_ENSG00000300007.1	ENSMUSG00000125369.1	ENSG00000300007.1	0.623	ENSG00000300007.1	ENSMUSG00000125369.1	0.401
ENSMUSG00000125673.1_ENSG00000223486.2	ENSMUSG00000125673.1	ENSG00000223486.2	0.842	ENSG00000223486.2	ENSMUSG00000125673.1	0.897
ENSMUSG00000125832.1_ENSG00000285541.1	ENSMUSG00000125832.1	ENSG00000285541.1	0.118	ENSG00000285541.1	ENSMUSG00000125832.1	0.161
ENSMUSG00000125888.1_ENSG00000295511.1	ENSMUSG00000125888.1	ENSG00000295511.1	0.872	ENSG00000295511.1	ENSMUSG00000125888.1	0.682
ENSMUSG00000125981.1_ENSG00000225792.4	ENSMUSG00000125981.1	ENSG00000225792.4	0.804	ENSG00000225792.4	ENSMUSG00000125981.1	0.130
ENSMUSG00000125988.1_ENSG00000273080.3	ENSMUSG00000125988.1	ENSG00000273080.3	0.245	ENSG00000273080.3	ENSMUSG00000125988.1	0.825
ENSMUSG00000125992.1_ENSG00000287900.2	ENSMUSG00000125992.1	ENSG00000287900.2	0.220	ENSG00000287900.2	ENSMUSG00000125992.1	0.873
ENSMUSG00000126055.1_ENSG00000281832.2	ENSMUSG00000126055.1	ENSG00000281832.2	0.377	ENSG00000281832.2	ENSMUSG00000126055.1	0.487
ENSMUSG00000126112.1_ENSG00000289435.2	ENSMUSG00000126112.1	ENSG00000289435.2	0.510	ENSG00000289435.2	ENSMUSG00000126112.1	0.891
ENSMUSG00000126219.1_ENSG00000278722.1	ENSMUSG00000126219.1	ENSG00000278722.1	1.0	ENSG00000278722.1	ENSMUSG00000126219.1	0.229
ENSMUSG00000126356.1_ENSG00000264647.1	ENSMUSG00000126356.1	ENSG00000264647.1	0.924	ENSG00000264647.1	ENSMUSG00000126356.1	0.974
ENSMUSG00000126413.1_ENSG00000291155.2	ENSMUSG00000126413.1	ENSG00000291155.2	0.461	ENSG00000291155.2	ENSMUSG00000126413.1	0.293
ENSMUSG00000126419.1_ENSG00000307044.1	ENSMUSG00000126419.1	ENSG00000307044.1	0.295	ENSG00000307044.1	ENSMUSG00000126419.1	0.327
ENSMUSG00000126642.1_ENSG00000298503.1	ENSMUSG00000126642.1	ENSG00000298503.1	0.103	ENSG00000298503.1	ENSMUSG00000126642.1	0.214
ENSMUSG00000126692.1_ENSG00000226828.3	ENSMUSG00000126692.1	ENSG00000226828.3	0.116	ENSG00000226828.3	ENSMUSG00000126692.1	0.216
ENSMUSG00000126715.1_ENSG00000296260.1	ENSMUSG00000126715.1	ENSG00000296260.1	0.501	ENSG00000296260.1	ENSMUSG00000126715.1	0.256
ENSMUSG00000126744.1_ENSG00000300068.1	ENSMUSG00000126744.1	ENSG00000300068.1	0.270	ENSG00000300068.1	ENSMUSG00000126744.1	0.232
ENSMUSG00000126782.1_ENSG00000223923.3	ENSMUSG00000126782.1	ENSG00000223923.3	0.056	ENSG00000223923.3	ENSMUSG00000126782.1	0.159
ENSMUSG00000126784.1_ENSG00000286380.4	ENSMUSG00000126784.1	ENSG00000286380.4	0.166	ENSG00000286380.4	ENSMUSG00000126784.1	0.340
ENSMUSG00000126817.1_ENSG00000307788.1	ENSMUSG00000126817.1	ENSG00000307788.1	0.228	ENSG00000307788.1	ENSMUSG00000126817.1	0.090
ENSMUSG00000126854.1_ENSG00000227857.3	ENSMUSG00000126854.1	ENSG00000227857.3	0.333	ENSG00000227857.3	ENSMUSG00000126854.1	0.278
ENSMUSG00000126929.1_ENSG00000306979.1	ENSMUSG00000126929.1	ENSG00000306979.1	0.064	ENSG00000306979.1	ENSMUSG00000126929.1	0.224
ENSMUSG00000127016.1_ENSG00000232077.3	ENSMUSG00000127016.1	ENSG00000232077.3	0.071	ENSG00000232077.3	ENSMUSG00000127016.1	0.231
ENSMUSG00000127043.1_ENSG00000302418.1	ENSMUSG00000127043.1	ENSG00000302418.1	0.964	ENSG00000302418.1	ENSMUSG00000127043.1	0.945
ENSMUSG00000127125.1_ENSG00000278022.2	ENSMUSG00000127125.1	ENSG00000278022.2	0.150	ENSG00000278022.2	ENSMUSG00000127125.1	0.920
ENSMUSG00000127130.1_ENSG00000257284.1	ENSMUSG00000127130.1	ENSG00000257284.1	0.736	ENSG00000257284.1	ENSMUSG00000127130.1	0.221
ENSMUSG00000127207.1_ENSG00000294270.1	ENSMUSG00000127207.1	ENSG00000294270.1	0.274	ENSG00000294270.1	ENSMUSG00000127207.1	0.493
ENSMUSG00000127248.1_ENSG00000307781.1	ENSMUSG00000127248.1	ENSG00000307781.1	0.632	ENSG00000307781.1	ENSMUSG00000127248.1	0.672
ENSMUSG00000127403.1_ENSG00000275457.2	ENSMUSG00000127403.1	ENSG00000275457.2	0.233	ENSG00000275457.2	ENSMUSG00000127403.1	0.270
ENSMUSG00000127413.1_ENSG00000303589.3	ENSMUSG00000127413.1	ENSG00000303589.3	0.318	ENSG00000303589.3	ENSMUSG00000127413.1	0.410
ENSMUSG00000127470.1_ENSG00000300368.1	ENSMUSG00000127470.1	ENSG00000300368.1	0.454	ENSG00000300368.1	ENSMUSG00000127470.1	0.070
ENSMUSG00000127560.1_ENSG00000272622.3	ENSMUSG00000127560.1	ENSG00000272622.3	0.162	ENSG00000272622.3	ENSMUSG00000127560.1	0.820
ENSMUSG00000127601.1_ENSG00000300862.1	ENSMUSG00000127601.1	ENSG00000300862.1	0.081	ENSG00000300862.1	ENSMUSG00000127601.1	0.210
ENSMUSG00000127643.1_ENSG00000297852.1	ENSMUSG00000127643.1	ENSG00000297852.1	0.912	ENSG00000297852.1	ENSMUSG00000127643.1	0.843
ENSMUSG00000127744.1_ENSG00000264589.6	ENSMUSG00000127744.1	ENSG00000264589.6	0.136	ENSG00000264589.6	ENSMUSG00000127744.1	0.098
ENSMUSG00000127831.1_ENSG00000305913.1	ENSMUSG00000127831.1	ENSG00000305913.1	0.565	ENSG00000305913.1	ENSMUSG00000127831.1	0.709
ENSMUSG00000127940.1_ENSG00000306839.1	ENSMUSG00000127940.1	ENSG00000306839.1	0.627	ENSG00000306839.1	ENSMUSG00000127940.1	0.411
ENSMUSG00000128086.1_ENSG00000289319.2	ENSMUSG00000128086.1	ENSG00000289319.2	0.256	ENSG00000289319.2	ENSMUSG00000128086.1	0.302
ENSMUSG00000128187.1_ENSG00000301055.1	ENSMUSG00000128187.1	ENSG00000301055.1	0.116	ENSG00000301055.1	ENSMUSG00000128187.1	0.146
ENSMUSG00000128222.1_ENSG00000226709.1	ENSMUSG00000128222.1	ENSG00000226709.1	0.597	ENSG00000226709.1	ENSMUSG00000128222.1	0.094
ENSMUSG00000128264.1_ENSG00000304551.1	ENSMUSG00000128264.1	ENSG00000304551.1	0.251	ENSG00000304551.1	ENSMUSG00000128264.1	0.611
ENSMUSG00000128392.1_ENSG00000308315.1	ENSMUSG00000128392.1	ENSG00000308315.1	0.074	ENSG00000308315.1	ENSMUSG00000128392.1	0.144
ENSMUSG00000128456.1_ENSG00000307898.1	ENSMUSG00000128456.1	ENSG00000307898.1	0.429	ENSG00000307898.1	ENSMUSG00000128456.1	0.226
ENSMUSG00000128466.1_ENSG00000281376.1	ENSMUSG00000128466.1	ENSG00000281376.1	0.904	ENSG00000281376.1	ENSMUSG00000128466.1	0.985
ENSMUSG00000128555.1_ENSG00000306436.1	ENSMUSG00000128555.1	ENSG00000306436.1	0.321	ENSG00000306436.1	ENSMUSG00000128555.1	0.320
ENSMUSG00000128578.1_ENSG00000306662.1	ENSMUSG00000128578.1	ENSG00000306662.1	0.515	ENSG00000306662.1	ENSMUSG00000128578.1	0.527
ENSMUSG00000128676.1_ENSG00000286487.2	ENSMUSG00000128676.1	ENSG00000286487.2	0.471	ENSG00000286487.2	ENSMUSG00000128676.1	0.091
ENSMUSG00000128726.1_ENSG00000267707.2	ENSMUSG00000128726.1	ENSG00000267707.2	0.984	ENSG00000267707.2	ENSMUSG00000128726.1	0.831
ENSMUSG00000128758.1_ENSG00000304948.1	ENSMUSG00000128758.1	ENSG00000304948.1	0.540	ENSG00000304948.1	ENSMUSG00000128758.1	0.426
ENSMUSG00000128779.1_ENSG00000230970.4	ENSMUSG00000128779.1	ENSG00000230970.4	0.148	ENSG00000230970.4	ENSMUSG00000128779.1	0.253
ENSMUSG00000128789.1_ENSG00000302880.1	ENSMUSG00000128789.1	ENSG00000302880.1	0.493	ENSG00000302880.1	ENSMUSG00000128789.1	0.447
ENSMUSG00000128860.1_ENSG00000302325.1	ENSMUSG00000128860.1	ENSG00000302325.1	0.677	ENSG00000302325.1	ENSMUSG00000128860.1	0.114
ENSMUSG00000128921.1_ENSG00000286604.2	ENSMUSG00000128921.1	ENSG00000286604.2	0.484	ENSG00000286604.2	ENSMUSG00000128921.1	0.630
ENSMUSG00000128997.1_ENSG00000295019.1	ENSMUSG00000128997.1	ENSG00000295019.1	0.311	ENSG00000295019.1	ENSMUSG00000128997.1	0.136
ENSMUSG00000129028.1_ENSG00000306075.1	ENSMUSG00000129028.1	ENSG00000306075.1	1.0	ENSG00000306075.1	ENSMUSG00000129028.1	0.597
ENSMUSG00000129045.1_ENSG00000304147.1	ENSMUSG00000129045.1	ENSG00000304147.1	0.232	ENSG00000304147.1	ENSMUSG00000129045.1	0.353
ENSMUSG00000129077.1_ENSG00000293086.2	ENSMUSG00000129077.1	ENSG00000293086.2	0.075	ENSG00000293086.2	ENSMUSG00000129077.1	0.193
ENSMUSG00000129177.1_ENSG00000267662.2	ENSMUSG00000129177.1	ENSG00000267662.2	0.398	ENSG00000267662.2	ENSMUSG00000129177.1	0.285
ENSMUSG00000129211.1_ENSG00000233407.1	ENSMUSG00000129211.1	ENSG00000233407.1	0.608	ENSG00000233407.1	ENSMUSG00000129211.1	0.059
ENSMUSG00000129224.1_ENSG00000263342.2	ENSMUSG00000129224.1	ENSG00000263342.2	0.922	ENSG00000263342.2	ENSMUSG00000129224.1	0.357
ENSMUSG00000129265.1_ENSG00000289923.2	ENSMUSG00000129265.1	ENSG00000289923.2	0.070	ENSG00000289923.2	ENSMUSG00000129265.1	0.177
ENSMUSG00000129311.1_ENSG00000302520.1	ENSMUSG00000129311.1	ENSG00000302520.1	0.346	ENSG00000302520.1	ENSMUSG00000129311.1	0.106
ENSMUSG00000129380.1_ENSG00000299704.1	ENSMUSG00000129380.1	ENSG00000299704.1	0.494	ENSG00000299704.1	ENSMUSG00000129380.1	0.555
ENSMUSG00000129463.1_ENSG00000244619.3	ENSMUSG00000129463.1	ENSG00000244619.3	0.110	ENSG00000244619.3	ENSMUSG00000129463.1	0.242
ENSMUSG00000129492.1_ENSG00000308689.1	ENSMUSG00000129492.1	ENSG00000308689.1	0.075	ENSG00000308689.1	ENSMUSG00000129492.1	0.137
ENSMUSG00000129504.1_ENSG00000272163.3	ENSMUSG00000129504.1	ENSG00000272163.3	0.822	ENSG00000272163.3	ENSMUSG00000129504.1	0.668
ENSMUSG00000129588.1_ENSG00000297950.1	ENSMUSG00000129588.1	ENSG00000297950.1	0.077	ENSG00000297950.1	ENSMUSG00000129588.1	0.324
ENSMUSG00000129624.1_ENSG00000234721.4	ENSMUSG00000129624.1	ENSG00000234721.4	0.351	ENSG00000234721.4	ENSMUSG00000129624.1	0.292
ENSMUSG00000129672.1_ENSG00000307700.1	ENSMUSG00000129672.1	ENSG00000307700.1	0.611	ENSG00000307700.1	ENSMUSG00000129672.1	0.173
ENSMUSG00000129710.1_ENSG00000264066.8	ENSMUSG00000129710.1	ENSG00000264066.8	0.280	ENSG00000264066.8	ENSMUSG00000129710.1	0.479
ENSMUSG00000129746.1_ENSG00000267322.5	ENSMUSG00000129746.1	ENSG00000267322.5	0.089	ENSG00000267322.5	ENSMUSG00000129746.1	0.375
ENSMUSG00000129759.1_ENSG00000224509.5	ENSMUSG00000129759.1	ENSG00000224509.5	0.698	ENSG00000224509.5	ENSMUSG00000129759.1	0.734
ENSMUSG00000129861.1_ENSG00000302057.1	ENSMUSG00000129861.1	ENSG00000302057.1	0.401	ENSG00000302057.1	ENSMUSG00000129861.1	0.970
ENSMUSG00000129865.1_ENSG00000289981.2	ENSMUSG00000129865.1	ENSG00000289981.2	0.757	ENSG00000289981.2	ENSMUSG00000129865.1	0.830
ENSMUSG00000129874.1_ENSG00000238099.4	ENSMUSG00000129874.1	ENSG00000238099.4	0.230	ENSG00000238099.4	ENSMUSG00000129874.1	0.180
ENSMUSG00000129910.1_ENSG00000298630.1	ENSMUSG00000129910.1	ENSG00000298630.1	0.838	ENSG00000298630.1	ENSMUSG00000129910.1	0.097
ENSMUSG00000130002.1_ENSG00000265552.2	ENSMUSG00000130002.1	ENSG00000265552.2	0.368	ENSG00000265552.2	ENSMUSG00000130002.1	0.655
ENSMUSG00000130020.1_ENSG00000229224.3	ENSMUSG00000130020.1	ENSG00000229224.3	0.115	ENSG00000229224.3	ENSMUSG00000130020.1	0.212
ENSMUSG00000130023.1_ENSG00000289127.2	ENSMUSG00000130023.1	ENSG00000289127.2	0.519	ENSG00000289127.2	ENSMUSG00000130023.1	0.751
ENSMUSG00000130038.1_ENSG00000293726.1	ENSMUSG00000130038.1	ENSG00000293726.1	0.230	ENSG00000293726.1	ENSMUSG00000130038.1	0.916
ENSMUSG00000130053.1_ENSG00000227292.2	ENSMUSG00000130053.1	ENSG00000227292.2	0.056	ENSG00000227292.2	ENSMUSG00000130053.1	0.559
ENSMUSG00000130134.1_ENSG00000306675.1	ENSMUSG00000130134.1	ENSG00000306675.1	0.188	ENSG00000306675.1	ENSMUSG00000130134.1	0.699
ENSMUSG00000130152.1_ENSG00000233547.2	ENSMUSG00000130152.1	ENSG00000233547.2	0.960	ENSG00000233547.2	ENSMUSG00000130152.1	0.617
ENSMUSG00000130160.1_ENSG00000273082.2	ENSMUSG00000130160.1	ENSG00000273082.2	0.468	ENSG00000273082.2	ENSMUSG00000130160.1	0.075
ENSMUSG00000130178.1_ENSG00000309690.1	ENSMUSG00000130178.1	ENSG00000309690.1	0.272	ENSG00000309690.1	ENSMUSG00000130178.1	0.964
ENSMUSG00000130257.1_ENSG00000272043.3	ENSMUSG00000130257.1	ENSG00000272043.3	0.396	ENSG00000272043.3	ENSMUSG00000130257.1	0.947
ENSMUSG00000130287.1_ENSG00000247345.3	ENSMUSG00000130287.1	ENSG00000247345.3	0.598	ENSG00000247345.3	ENSMUSG00000130287.1	0.261
ENSMUSG00000130333.1_ENSG00000225280.8	ENSMUSG00000130333.1	ENSG00000225280.8	0.134	ENSG00000225280.8	ENSMUSG00000130333.1	0.176
ENSMUSG00000130469.1_ENSG00000299708.1	ENSMUSG00000130469.1	ENSG00000299708.1	0.226	ENSG00000299708.1	ENSMUSG00000130469.1	0.341
ENSMUSG00000130539.1_ENSG00000296970.1	ENSMUSG00000130539.1	ENSG00000296970.1	0.326	ENSG00000296970.1	ENSMUSG00000130539.1	0.184
ENSMUSG00000130570.1_ENSG00000294591.1	ENSMUSG00000130570.1	ENSG00000294591.1	0.175	ENSG00000294591.1	ENSMUSG00000130570.1	0.156
ENSMUSG00000130591.1_ENSG00000309904.1	ENSMUSG00000130591.1	ENSG00000309904.1	0.110	ENSG00000309904.1	ENSMUSG00000130591.1	0.145
ENSMUSG00000130617.1_ENSG00000270066.4	ENSMUSG00000130617.1	ENSG00000270066.4	0.279	ENSG00000270066.4	ENSMUSG00000130617.1	0.368
ENSMUSG00000130640.1_ENSG00000301894.1	ENSMUSG00000130640.1	ENSG00000301894.1	0.133	ENSG00000301894.1	ENSMUSG00000130640.1	0.216
ENSMUSG00000130645.1_ENSG00000287054.1	ENSMUSG00000130645.1	ENSG00000287054.1	0.078	ENSG00000287054.1	ENSMUSG00000130645.1	0.435
ENSMUSG00000130698.1_ENSG00000259054.2	ENSMUSG00000130698.1	ENSG00000259054.2	0.291	ENSG00000259054.2	ENSMUSG00000130698.1	0.146
ENSMUSG00000130764.1_ENSG00000260577.2	ENSMUSG00000130764.1	ENSG00000260577.2	0.619	ENSG00000260577.2	ENSMUSG00000130764.1	0.669
ENSMUSG00000130780.1_ENSG00000305740.1	ENSMUSG00000130780.1	ENSG00000305740.1	0.060	ENSG00000305740.1	ENSMUSG00000130780.1	0.735
ENSMUSG00000130814.1_ENSG00000301463.1	ENSMUSG00000130814.1	ENSG00000301463.1	0.157	ENSG00000301463.1	ENSMUSG00000130814.1	0.601
ENSMUSG00000130831.1_ENSG00000306250.1	ENSMUSG00000130831.1	ENSG00000306250.1	0.635	ENSG00000306250.1	ENSMUSG00000130831.1	0.625
ENSMUSG00000130855.1_ENSG00000310415.1	ENSMUSG00000130855.1	ENSG00000310415.1	0.917	ENSG00000310415.1	ENSMUSG00000130855.1	0.996
ENSMUSG00000130880.1_ENSG00000224329.3	ENSMUSG00000130880.1	ENSG00000224329.3	0.116	ENSG00000224329.3	ENSMUSG00000130880.1	0.088
ENSMUSG00000130885.1_ENSG00000261026.1	ENSMUSG00000130885.1	ENSG00000261026.1	0.178	ENSG00000261026.1	ENSMUSG00000130885.1	0.216
ENSMUSG00000130887.1_ENSG00000303544.1	ENSMUSG00000130887.1	ENSG00000303544.1	0.807	ENSG00000303544.1	ENSMUSG00000130887.1	0.811
ENSMUSG00000130889.1_ENSG00000303110.1	ENSMUSG00000130889.1	ENSG00000303110.1	0.688	ENSG00000303110.1	ENSMUSG00000130889.1	0.465
ENSMUSG00000130931.1_ENSG00000288586.2	ENSMUSG00000130931.1	ENSG00000288586.2	0.100	ENSG00000288586.2	ENSMUSG00000130931.1	0.436
ENSMUSG00000130939.1_ENSG00000259595.1	ENSMUSG00000130939.1	ENSG00000259595.1	0.736	ENSG00000259595.1	ENSMUSG00000130939.1	0.650
ENSMUSG00000131226.1_ENSG00000261453.2	ENSMUSG00000131226.1	ENSG00000261453.2	0.063	ENSG00000261453.2	ENSMUSG00000131226.1	0.674
ENSMUSG00000131252.1_ENSG00000289915.2	ENSMUSG00000131252.1	ENSG00000289915.2	0.177	ENSG00000289915.2	ENSMUSG00000131252.1	0.354
ENSMUSG00000131301.1_ENSG00000255520.1	ENSMUSG00000131301.1	ENSG00000255520.1	0.283	ENSG00000255520.1	ENSMUSG00000131301.1	0.181
ENSMUSG00000131339.1_ENSG00000309327.1	ENSMUSG00000131339.1	ENSG00000309327.1	0.544	ENSG00000309327.1	ENSMUSG00000131339.1	0.899
ENSMUSG00000131377.1_ENSG00000309342.1	ENSMUSG00000131377.1	ENSG00000309342.1	0.816	ENSG00000309342.1	ENSMUSG00000131377.1	0.928
ENSMUSG00000131433.1_ENSG00000293611.1	ENSMUSG00000131433.1	ENSG00000293611.1	0.082	ENSG00000293611.1	ENSMUSG00000131433.1	0.214
ENSMUSG00000131465.1_ENSG00000306061.1	ENSMUSG00000131465.1	ENSG00000306061.1	0.239	ENSG00000306061.1	ENSMUSG00000131465.1	0.368
ENSMUSG00000131541.1_ENSG00000304204.1	ENSMUSG00000131541.1	ENSG00000304204.1	0.240	ENSG00000304204.1	ENSMUSG00000131541.1	0.116
ENSMUSG00000131565.1_ENSG00000304628.1	ENSMUSG00000131565.1	ENSG00000304628.1	0.943	ENSG00000304628.1	ENSMUSG00000131565.1	0.967
ENSMUSG00000131589.1_ENSG00000241956.12	ENSMUSG00000131589.1	ENSG00000241956.12	0.204	ENSG00000241956.12	ENSMUSG00000131589.1	0.745
ENSMUSG00000131611.1_ENSG00000289872.2	ENSMUSG00000131611.1	ENSG00000289872.2	0.110	ENSG00000289872.2	ENSMUSG00000131611.1	0.287
ENSMUSG00000131646.1_ENSG00000287068.2	ENSMUSG00000131646.1	ENSG00000287068.2	0.110	ENSG00000287068.2	ENSMUSG00000131646.1	0.453
ENSMUSG00000131728.1_ENSG00000308500.1	ENSMUSG00000131728.1	ENSG00000308500.1	0.266	ENSG00000308500.1	ENSMUSG00000131728.1	0.429
ENSMUSG00000131807.1_ENSG00000205549.11	ENSMUSG00000131807.1	ENSG00000205549.11	0.694	ENSG00000205549.11	ENSMUSG00000131807.1	0.351
ENSMUSG00000131844.1_ENSG00000295197.1	ENSMUSG00000131844.1	ENSG00000295197.1	0.995	ENSG00000295197.1	ENSMUSG00000131844.1	0.937
ENSMUSG00000131858.1_ENSG00000270071.6	ENSMUSG00000131858.1	ENSG00000270071.6	0.455	ENSG00000270071.6	ENSMUSG00000131858.1	0.585
ENSMUSG00000131861.1_ENSG00000299895.1	ENSMUSG00000131861.1	ENSG00000299895.1	0.455	ENSG00000299895.1	ENSMUSG00000131861.1	0.451
ENSMUSG00000131870.1_ENSG00000294649.1	ENSMUSG00000131870.1	ENSG00000294649.1	0.082	ENSG00000294649.1	ENSMUSG00000131870.1	0.174
ENSMUSG00000132047.1_ENSG00000231249.4	ENSMUSG00000132047.1	ENSG00000231249.4	0.233	ENSG00000231249.4	ENSMUSG00000132047.1	0.687
ENSMUSG00000132057.1_ENSG00000232465.1	ENSMUSG00000132057.1	ENSG00000232465.1	0.312	ENSG00000232465.1	ENSMUSG00000132057.1	0.768
ENSMUSG00000132074.1_ENSG00000248332.6	ENSMUSG00000132074.1	ENSG00000248332.6	0.124	ENSG00000248332.6	ENSMUSG00000132074.1	0.328
ENSMUSG00000132128.1_ENSG00000250846.7	ENSMUSG00000132128.1	ENSG00000250846.7	0.191	ENSG00000250846.7	ENSMUSG00000132128.1	0.194
ENSMUSG00000132161.1_ENSG00000236526.2	ENSMUSG00000132161.1	ENSG00000236526.2	0.481	ENSG00000236526.2	ENSMUSG00000132161.1	0.167
ENSMUSG00000132201.1_ENSG00000289835.2	ENSMUSG00000132201.1	ENSG00000289835.2	0.332	ENSG00000289835.2	ENSMUSG00000132201.1	0.219
ENSMUSG00000132226.1_ENSG00000253339.5	ENSMUSG00000132226.1	ENSG00000253339.5	0.123	ENSG00000253339.5	ENSMUSG00000132226.1	0.060
ENSMUSG00000132230.1_ENSG00000300921.1	ENSMUSG00000132230.1	ENSG00000300921.1	0.747	ENSG00000300921.1	ENSMUSG00000132230.1	0.395
ENSMUSG00000132262.1_ENSG00000249959.7	ENSMUSG00000132262.1	ENSG00000249959.7	0.156	ENSG00000249959.7	ENSMUSG00000132262.1	0.386
ENSMUSG00000132263.1_ENSG00000226733.5	ENSMUSG00000132263.1	ENSG00000226733.5	0.280	ENSG00000226733.5	ENSMUSG00000132263.1	0.756
ENSMUSG00000132289.1_ENSG00000301456.1	ENSMUSG00000132289.1	ENSG00000301456.1	0.558	ENSG00000301456.1	ENSMUSG00000132289.1	0.713
ENSMUSG00000132340.1_ENSG00000294369.1	ENSMUSG00000132340.1	ENSG00000294369.1	0.180	ENSG00000294369.1	ENSMUSG00000132340.1	0.333
ENSMUSG00000132346.1_ENSG00000299408.1	ENSMUSG00000132346.1	ENSG00000299408.1	0.640	ENSG00000299408.1	ENSMUSG00000132346.1	0.477
ENSMUSG00000132414.1_ENSG00000224765.3	ENSMUSG00000132414.1	ENSG00000224765.3	0.378	ENSG00000224765.3	ENSMUSG00000132414.1	0.761
ENSMUSG00000132458.1_ENSG00000301738.1	ENSMUSG00000132458.1	ENSG00000301738.1	0.193	ENSG00000301738.1	ENSMUSG00000132458.1	0.351
ENSMUSG00000132495.1_ENSG00000236204.8	ENSMUSG00000132495.1	ENSG00000236204.8	0.167	ENSG00000236204.8	ENSMUSG00000132495.1	0.137
ENSMUSG00000132541.1_ENSG00000307521.1	ENSMUSG00000132541.1	ENSG00000307521.1	0.819	ENSG00000307521.1	ENSMUSG00000132541.1	0.656
ENSMUSG00000132549.1_ENSG00000235478.7	ENSMUSG00000132549.1	ENSG00000235478.7	0.158	ENSG00000235478.7	ENSMUSG00000132549.1	0.589
ENSMUSG00000132581.1_ENSG00000306353.1	ENSMUSG00000132581.1	ENSG00000306353.1	0.439	ENSG00000306353.1	ENSMUSG00000132581.1	0.433
ENSMUSG00000132590.1_ENSG00000297721.1	ENSMUSG00000132590.1	ENSG00000297721.1	0.230	ENSG00000297721.1	ENSMUSG00000132590.1	0.095
ENSMUSG00000132734.1_ENSG00000301043.1	ENSMUSG00000132734.1	ENSG00000301043.1	0.510	ENSG00000301043.1	ENSMUSG00000132734.1	0.783
ENSMUSG00000132752.1_ENSG00000286509.2	ENSMUSG00000132752.1	ENSG00000286509.2	0.803	ENSG00000286509.2	ENSMUSG00000132752.1	0.099
ENSMUSG00000132756.1_ENSG00000298455.1	ENSMUSG00000132756.1	ENSG00000298455.1	0.956	ENSG00000298455.1	ENSMUSG00000132756.1	0.845
ENSMUSG00000132769.1_ENSG00000286383.3	ENSMUSG00000132769.1	ENSG00000286383.3	0.077	ENSG00000286383.3	ENSMUSG00000132769.1	0.623
ENSMUSG00000132770.1_ENSG00000258511.3	ENSMUSG00000132770.1	ENSG00000258511.3	0.265	ENSG00000258511.3	ENSMUSG00000132770.1	0.723
ENSMUSG00000132791.1_ENSG00000301269.1	ENSMUSG00000132791.1	ENSG00000301269.1	0.699	ENSG00000301269.1	ENSMUSG00000132791.1	0.763
ENSMUSG00000132851.1_ENSG00000254111.4	ENSMUSG00000132851.1	ENSG00000254111.4	0.281	ENSG00000254111.4	ENSMUSG00000132851.1	0.462
ENSMUSG00000132988.1_ENSG00000267272.5	ENSMUSG00000132988.1	ENSG00000267272.5	0.453	ENSG00000267272.5	ENSMUSG00000132988.1	0.964
ENSMUSG00000133021.1_ENSG00000299195.1	ENSMUSG00000133021.1	ENSG00000299195.1	0.452	ENSG00000299195.1	ENSMUSG00000133021.1	0.547
ENSMUSG00000133070.1_ENSG00000257242.10	ENSMUSG00000133070.1	ENSG00000257242.10	0.212	ENSG00000257242.10	ENSMUSG00000133070.1	0.452
ENSMUSG00000133164.1_ENSG00000299872.1	ENSMUSG00000133164.1	ENSG00000299872.1	0.638	ENSG00000299872.1	ENSMUSG00000133164.1	0.895
ENSMUSG00000133237.1_ENSG00000310089.1	ENSMUSG00000133237.1	ENSG00000310089.1	0.395	ENSG00000310089.1	ENSMUSG00000133237.1	0.147
ENSMUSG00000133367.1_ENSG00000294927.1	ENSMUSG00000133367.1	ENSG00000294927.1	0.925	ENSG00000294927.1	ENSMUSG00000133367.1	0.699
ENSMUSG00000133373.1_ENSG00000302734.1	ENSMUSG00000133373.1	ENSG00000302734.1	0.487	ENSG00000302734.1	ENSMUSG00000133373.1	0.410
ENSMUSG00000133449.1_ENSG00000259125.2	ENSMUSG00000133449.1	ENSG00000259125.2	0.145	ENSG00000259125.2	ENSMUSG00000133449.1	0.620
ENSMUSG00000133523.1_ENSG00000308455.1	ENSMUSG00000133523.1	ENSG00000308455.1	0.211	ENSG00000308455.1	ENSMUSG00000133523.1	0.319
ENSMUSG00000133604.1_ENSG00000203876.11	ENSMUSG00000133604.1	ENSG00000203876.11	0.093	ENSG00000203876.11	ENSMUSG00000133604.1	0.085
ENSMUSG00000133615.1_ENSG00000228274.6	ENSMUSG00000133615.1	ENSG00000228274.6	0.075	ENSG00000228274.6	ENSMUSG00000133615.1	0.162
ENSMUSG00000133650.1_ENSG00000299260.1	ENSMUSG00000133650.1	ENSG00000299260.1	0.089	ENSG00000299260.1	ENSMUSG00000133650.1	0.129
ENSMUSG00000133926.1_ENSG00000237179.7	ENSMUSG00000133926.1	ENSG00000237179.7	0.806	ENSG00000237179.7	ENSMUSG00000133926.1	0.356
ENSMUSG00000134013.1_ENSG00000257285.8	ENSMUSG00000134013.1	ENSG00000257285.8	0.065	ENSG00000257285.8	ENSMUSG00000134013.1	0.167
ENSMUSG00000134086.1_ENSG00000234775.2	ENSMUSG00000134086.1	ENSG00000234775.2	0.415	ENSG00000234775.2	ENSMUSG00000134086.1	0.376
ENSMUSG00000134091.1_ENSG00000299150.1	ENSMUSG00000134091.1	ENSG00000299150.1	0.281	ENSG00000299150.1	ENSMUSG00000134091.1	0.408
